instant,Spring,Summer,Fall,Winter,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1621,1,0,0,0,0,3,0,0,0,0,1,0.38,0.3939,0.62,0.1045,38
1622,1,0,0,0,0,3,1,0,0,0,1,0.36,0.3485,0.66,0.1343,33
1623,1,0,0,0,0,3,3,0,0,0,1,0.34,0.3333,0.76,0.1343,23
1624,1,0,0,0,0,3,4,0,0,0,1,0.34,0.3333,0.66,0.1642,13
1625,1,0,0,0,0,3,5,0,0,0,1,0.36,0.3485,0.62,0.1343,3
1626,1,0,0,0,0,3,6,0,0,0,1,0.34,0.3636,0.66,0,2
1627,1,0,0,0,0,3,7,0,0,0,1,0.36,0.3485,0.62,0.194,10
1628,1,0,0,0,0,3,8,0,0,0,1,0.4,0.4091,0.5,0.2985,34
1629,1,0,0,0,0,3,9,0,0,0,1,0.4,0.4091,0.5,0.4179,44
1630,1,0,0,0,0,3,10,0,0,0,1,0.42,0.4242,0.47,0.2537,122
1631,1,0,0,0,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179,181
1632,1,0,0,0,0,3,12,0,0,0,1,0.46,0.4545,0.38,0.3881,194
1633,1,0,0,0,0,3,13,0,0,0,1,0.46,0.4545,0.38,0.3881,221
1634,1,0,0,0,0,3,14,0,0,0,1,0.46,0.4545,0.41,0.2985,250
1635,1,0,0,0,0,3,15,0,0,0,1,0.48,0.4697,0.39,0.3284,304
1636,1,0,0,0,0,3,16,0,0,0,1,0.46,0.4545,0.41,0.3881,256
1637,1,0,0,0,0,3,17,0,0,0,1,0.44,0.4394,0.41,0.3582,241
1638,1,0,0,0,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582,147
1639,1,0,0,0,0,3,19,0,0,0,1,0.36,0.3333,0.5,0.3582,101
1640,1,0,0,0,0,3,20,0,0,0,1,0.32,0.303,0.57,0.2985,77
1641,1,0,0,0,0,3,21,0,0,0,1,0.3,0.2879,0.56,0.2537,58
1642,1,0,0,0,0,3,22,0,0,0,1,0.3,0.2727,0.56,0.3284,37
1643,1,0,0,0,0,3,23,0,0,0,1,0.26,0.2576,0.65,0.2239,28
1644,1,0,0,0,0,3,0,0,1,1,1,0.26,0.2727,0.65,0.1045,11
1645,1,0,0,0,0,3,1,0,1,1,1,0.26,0.2879,0.65,0.0896,1
1646,1,0,0,0,0,3,2,0,1,1,1,0.26,0.2879,0.65,0.0896,1
1647,1,0,0,0,0,3,3,0,1,1,1,0.26,0.2727,0.65,0.1343,3
1648,1,0,0,0,0,3,5,0,1,1,1,0.24,0.2424,0.7,0.1343,8
1649,1,0,0,0,0,3,6,0,1,1,1,0.26,0.2727,0.65,0.1343,28
1650,1,0,0,0,0,3,7,0,1,1,2,0.28,0.3182,0.61,0,88
1651,1,0,0,0,0,3,8,0,1,1,2,0.3,0.303,0.56,0.1343,241
1652,1,0,0,0,0,3,9,0,1,1,1,0.32,0.303,0.53,0.3284,140
1653,1,0,0,0,0,3,10,0,1,1,1,0.34,0.3182,0.42,0.2537,84
1654,1,0,0,0,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537,71
1655,1,0,0,0,0,3,12,0,1,1,1,0.38,0.3939,0.37,0,94
1656,1,0,0,0,0,3,13,0,1,1,1,0.38,0.3939,0.36,0.3284,75
1657,1,0,0,0,0,3,14,0,1,1,2,0.38,0.3939,0.34,0,79
1658,1,0,0,0,0,3,15,0,1,1,1,0.38,0.3939,0.37,0.1642,101
1659,1,0,0,0,0,3,16,0,1,1,1,0.4,0.4091,0.35,0.1045,107
1660,1,0,0,0,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.194,271
1661,1,0,0,0,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045,235
1662,1,0,0,0,0,3,19,0,1,1,1,0.36,0.3485,0.43,0.1343,150
1663,1,0,0,0,0,3,20,0,1,1,1,0.34,0.3182,0.46,0.2239,129
1664,1,0,0,0,0,3,21,0,1,1,1,0.34,0.3333,0.46,0.1343,63
1665,1,0,0,0,0,3,22,0,1,1,1,0.32,0.3333,0.49,0.1045,47
1666,1,0,0,0,0,3,23,0,1,1,1,0.32,0.3485,0.53,0,19
1667,1,0,0,0,0,3,0,0,2,1,1,0.32,0.3485,0.53,0,14
1668,1,0,0,0,0,3,1,0,2,1,1,0.3,0.303,0.62,0.0896,10
1669,1,0,0,0,0,3,2,0,2,1,1,0.3,0.303,0.62,0.0896,3
1670,1,0,0,0,0,3,4,0,2,1,1,0.24,0.2576,0.75,0.0896,2
1671,1,0,0,0,0,3,5,0,2,1,1,0.24,0.2273,0.75,0.194,11
1672,1,0,0,0,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.194,35
1673,1,0,0,0,0,3,7,0,2,1,1,0.24,0.2424,0.75,0.1642,119
1674,1,0,0,0,0,3,8,0,2,1,1,0.26,0.2879,0.7,0.0896,282
1675,1,0,0,0,0,3,9,0,2,1,2,0.3,0.3333,0.7,0,157
1676,1,0,0,0,0,3,10,0,2,1,2,0.32,0.3182,0.66,0.194,78
1677,1,0,0,0,0,3,11,0,2,1,2,0.34,0.3182,0.57,0.2239,78
1678,1,0,0,0,0,3,12,0,2,1,2,0.36,0.3485,0.5,0.2239,102
1679,1,0,0,0,0,3,13,0,2,1,2,0.36,0.3333,0.57,0.2836,97
1680,1,0,0,0,0,3,14,0,2,1,2,0.38,0.3939,0.46,0.2985,88
1681,1,0,0,0,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836,90
1682,1,0,0,0,0,3,16,0,2,1,2,0.38,0.3939,0.46,0.3284,114
1683,1,0,0,0,0,3,17,0,2,1,2,0.36,0.3485,0.62,0.194,217
1684,1,0,0,0,0,3,18,0,2,1,2,0.36,0.3333,0.62,0.2985,225
1685,1,0,0,0,0,3,19,0,2,1,2,0.34,0.3182,0.71,0.2836,152
1686,1,0,0,0,0,3,20,0,2,1,2,0.34,0.3182,0.71,0.2836,88
1687,1,0,0,0,0,3,21,0,2,1,3,0.32,0.3333,0.81,0.1045,55
1688,1,0,0,0,0,3,22,0,2,1,2,0.32,0.3182,0.87,0.1642,21
1689,1,0,0,0,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,18
1690,1,0,0,0,0,3,0,0,3,1,3,0.3,0.2879,0.93,0.2537,8
1691,1,0,0,0,0,3,1,0,3,1,3,0.3,0.2727,1,0.2985,3
1692,1,0,0,0,0,3,3,0,3,1,2,0.28,0.2727,1,0.2239,3
1693,1,0,0,0,0,3,4,0,3,1,2,0.3,0.303,0.93,0.1642,1
1694,1,0,0,0,0,3,5,0,3,1,2,0.3,0.3182,0.93,0.1045,3
1695,1,0,0,0,0,3,6,0,3,1,2,0.3,0.3182,0.93,0.1045,31
1696,1,0,0,0,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194,111
1697,1,0,0,0,0,3,8,0,3,1,2,0.32,0.3182,0.93,0,253
1698,1,0,0,0,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,154
1699,1,0,0,0,0,3,10,0,3,1,2,0.36,0.3485,0.81,0.1642,68
1700,1,0,0,0,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343,75
1701,1,0,0,0,0,3,12,0,3,1,2,0.4,0.4091,0.71,0.1045,88
1702,1,0,0,0,0,3,13,0,3,1,2,0.4,0.4091,0.76,0.1343,99
1703,1,0,0,0,0,3,14,0,3,1,2,0.4,0.4091,0.76,0.2239,100
1704,1,0,0,0,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537,101
1705,1,0,0,0,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,151
1706,1,0,0,0,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,253
1707,1,0,0,0,0,3,18,0,3,1,2,0.44,0.4394,0.54,0.2239,237
1708,1,0,0,0,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284,168
1709,1,0,0,0,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,121
1710,1,0,0,0,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,78
1711,1,0,0,0,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,59
1712,1,0,0,0,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.194,27
1713,1,0,0,0,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,23
1714,1,0,0,0,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,12
1715,1,0,0,0,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,8
1716,1,0,0,0,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,2
1717,1,0,0,0,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,3
1718,1,0,0,0,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,13
1719,1,0,0,0,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194,51
1720,1,0,0,0,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,140
1721,1,0,0,0,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,299
1722,1,0,0,0,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,185
1723,1,0,0,0,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,78
1724,1,0,0,0,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,86
1725,1,0,0,0,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,105
1726,1,0,0,0,0,3,13,0,4,1,2,0.52,0.5,0.42,0.0896,111
1727,1,0,0,0,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,119
1728,1,0,0,0,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,125
1729,1,0,0,0,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836,142
1730,1,0,0,0,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.194,313
1731,1,0,0,0,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,310
1732,1,0,0,0,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194,207
1733,1,0,0,0,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,137
1734,1,0,0,0,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,138
1735,1,0,0,0,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,87
1736,1,0,0,0,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,50
1737,1,0,0,0,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,29
1738,1,0,0,0,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,16
1739,1,0,0,0,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,14
1740,1,0,0,0,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,5
1741,1,0,0,0,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,10
1742,1,0,0,0,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.194,36
1743,1,0,0,0,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,123
1744,1,0,0,0,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,280
1745,1,0,0,0,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,210
1746,1,0,0,0,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,117
1747,1,0,0,0,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836,159
1748,1,0,0,0,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582,195
1749,1,0,0,0,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,175
1750,1,0,0,0,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,174
1751,1,0,0,0,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,173
1752,1,0,0,0,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836,204
1753,1,0,0,0,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,332
1754,1,0,0,0,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,331
1755,1,0,0,0,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,190
1756,1,0,0,0,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,149
1757,1,0,0,0,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,113
1758,1,0,0,0,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,118
1759,1,0,0,0,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,86
1760,1,0,0,0,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537,76
1761,1,0,0,0,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582,51
1762,1,0,0,0,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239,25
1763,1,0,0,0,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,8
1764,1,0,0,0,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,3
1765,1,0,0,0,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,2
1766,1,0,0,0,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,10
1767,1,0,0,0,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,13
1768,1,0,0,0,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,48
1769,1,0,0,0,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,76
1770,1,0,0,0,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,140
1771,1,0,0,0,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,196
1772,1,0,0,0,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,267
1773,1,0,0,0,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,301
1774,1,0,0,0,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4925,312
1775,1,0,0,0,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179,313
1776,1,0,0,0,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,304
1777,1,0,0,0,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284,278
1778,1,0,0,0,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284,217
1779,1,0,0,0,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836,154
1780,1,0,0,0,0,3,20,0,6,0,1,0.42,0.4242,0.35,0.2239,108
1781,1,0,0,0,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985,93
1782,1,0,0,0,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284,72
1783,1,0,0,0,0,3,23,0,6,0,1,0.38,0.3939,0.4,0.2985,50
2068,0,1,0,0,0,4,0,0,5,1,3,0.26,0.2576,1,0.1642,6
2069,0,1,0,0,0,4,1,0,5,1,3,0.26,0.2576,1,0.1642,4
2070,0,1,0,0,0,4,2,0,5,1,3,0.26,0.2576,0.93,0.194,7
2071,0,1,0,0,0,4,3,0,5,1,2,0.24,0.2273,0.93,0.2537,4
2072,0,1,0,0,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,3
2073,0,1,0,0,0,4,5,0,5,1,3,0.24,0.2273,0.93,0.2239,12
2074,0,1,0,0,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,28
2075,0,1,0,0,0,4,7,0,5,1,3,0.24,0.2424,0.93,0,95
2076,0,1,0,0,0,4,8,0,5,1,2,0.26,0.2424,0.87,0.2537,206
2077,0,1,0,0,0,4,9,0,5,1,1,0.32,0.2879,0.7,0.3582,173
2078,0,1,0,0,0,4,10,0,5,1,1,0.32,0.303,0.66,0.2836,75
2079,0,1,0,0,0,4,11,0,5,1,1,0.32,0.2879,0.61,0.3582,89
2080,0,1,0,0,0,4,12,0,5,1,1,0.34,0.303,0.53,0.3582,95
2081,0,1,0,0,0,4,13,0,5,1,1,0.36,0.3333,0.5,0.3582,110
2082,0,1,0,0,0,4,14,0,5,1,2,0.36,0.3333,0.46,0.3582,87
2083,0,1,0,0,0,4,15,0,5,1,1,0.34,0.303,0.46,0.4179,111
2084,0,1,0,0,0,4,16,0,5,1,1,0.34,0.303,0.46,0.4179,167
2085,0,1,0,0,0,4,17,0,5,1,1,0.34,0.303,0.46,0.3284,281
2086,0,1,0,0,0,4,18,0,5,1,1,0.34,0.303,0.46,0.3284,241
2087,0,1,0,0,0,4,19,0,5,1,1,0.34,0.303,0.49,0.3284,136
2088,0,1,0,0,0,4,20,0,5,1,1,0.32,0.3182,0.53,0.194,77
2089,0,1,0,0,0,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,93
2090,0,1,0,0,0,4,22,0,5,1,1,0.3,0.303,0.56,0.1642,74
2091,0,1,0,0,0,4,23,0,5,1,1,0.3,0.3182,0.61,0.0896,53
2092,0,1,0,0,0,4,0,0,6,0,2,0.3,0.3333,0.61,0,32
2093,0,1,0,0,0,4,1,0,6,0,1,0.26,0.2727,0.65,0.1343,32
2094,0,1,0,0,0,4,2,0,6,0,1,0.24,0.2424,0.75,0.1343,21
2095,0,1,0,0,0,4,3,0,6,0,1,0.24,0.2424,0.7,0.1642,9
2096,0,1,0,0,0,4,4,0,6,0,1,0.24,0.2424,0.7,0.1642,5
2097,0,1,0,0,0,4,5,0,6,0,2,0.24,0.2424,0.75,0.1642,5
2098,0,1,0,0,0,4,6,0,6,0,1,0.26,0.2727,0.7,0.1045,12
2099,0,1,0,0,0,4,7,0,6,0,2,0.26,0.2727,0.7,0.1045,18
2100,0,1,0,0,0,4,8,0,6,0,1,0.3,0.3182,0.7,0.1045,55
2101,0,1,0,0,0,4,9,0,6,0,2,0.34,0.3485,0.66,0.1045,87
2102,0,1,0,0,0,4,10,0,6,0,2,0.36,0.3485,0.57,0.1642,154
2103,0,1,0,0,0,4,11,0,6,0,2,0.4,0.4091,0.47,0.1642,198
2104,0,1,0,0,0,4,12,0,6,0,3,0.32,0.3333,0.81,0.1343,184
2105,0,1,0,0,0,4,13,0,6,0,1,0.34,0.3333,0.81,0.1343,137
2106,0,1,0,0,0,4,14,0,6,0,3,0.32,0.303,0.76,0.3284,190
2107,0,1,0,0,0,4,15,0,6,0,3,0.34,0.303,0.76,0.3881,136
2108,0,1,0,0,0,4,16,0,6,0,1,0.38,0.3939,0.62,0.3284,196
2109,0,1,0,0,0,4,17,0,6,0,1,0.38,0.3939,0.54,0.3582,184
2110,0,1,0,0,0,4,18,0,6,0,1,0.38,0.3939,0.54,0.194,179
2111,0,1,0,0,0,4,19,0,6,0,1,0.36,0.3333,0.53,0.3582,148
2112,0,1,0,0,0,4,20,0,6,0,1,0.34,0.3182,0.53,0.2836,85
2113,0,1,0,0,0,4,21,0,6,0,1,0.32,0.303,0.61,0.2537,77
2114,0,1,0,0,0,4,22,0,6,0,1,0.32,0.303,0.61,0.2985,55
2115,0,1,0,0,0,4,23,0,6,0,1,0.32,0.3182,0.61,0.1642,53
2116,0,1,0,0,0,4,0,0,0,0,1,0.3,0.2879,0.65,0.194,39
2117,0,1,0,0,0,4,1,0,0,0,1,0.3,0.3182,0.61,0.1045,34
2118,0,1,0,0,0,4,2,0,0,0,1,0.26,0.2727,0.7,0.1343,24
2119,0,1,0,0,0,4,3,0,0,0,1,0.3,0.3333,0.61,0,11
2120,0,1,0,0,0,4,4,0,0,0,1,0.28,0.303,0.7,0.0896,3
2121,0,1,0,0,0,4,5,0,0,0,1,0.28,0.2727,0.65,0.2239,5
2122,0,1,0,0,0,4,6,0,0,0,1,0.28,0.2727,0.65,0.194,33
2123,0,1,0,0,0,4,7,0,0,0,1,0.32,0.303,0.57,0.2239,33
2124,0,1,0,0,0,4,8,0,0,0,1,0.34,0.3333,0.57,0.1642,62
2125,0,1,0,0,0,4,9,0,0,0,1,0.36,0.3182,0.5,0.4925,142
2126,0,1,0,0,0,4,10,0,0,0,1,0.4,0.4091,0.43,0.4179,215
2127,0,1,0,0,0,4,11,0,0,0,1,0.42,0.4242,0.41,0.2537,243
2128,0,1,0,0,0,4,12,0,0,0,1,0.44,0.4394,0.38,0.2836,313
2129,0,1,0,0,0,4,13,0,0,0,1,0.44,0.4394,0.33,0.2985,367
2130,0,1,0,0,0,4,14,0,0,0,1,0.46,0.4545,0.31,0.1343,349
2131,0,1,0,0,0,4,15,0,0,0,2,0.46,0.4545,0.33,0,292
2132,0,1,0,0,0,4,16,0,0,0,2,0.46,0.4545,0.31,0.194,303
2133,0,1,0,0,0,4,17,0,0,0,2,0.46,0.4545,0.28,0.1343,274
2134,0,1,0,0,0,4,18,0,0,0,2,0.46,0.4545,0.31,0,172
2135,0,1,0,0,0,4,19,0,0,0,2,0.42,0.4242,0.44,0.194,144
2136,0,1,0,0,0,4,20,0,0,0,3,0.42,0.4242,0.41,0.2239,79
2137,0,1,0,0,0,4,21,0,0,0,2,0.42,0.4242,0.44,0.2239,45
2138,0,1,0,0,0,4,22,0,0,0,1,0.4,0.4091,0.43,0.1045,36
2139,0,1,0,0,0,4,23,0,0,0,1,0.4,0.4091,0.5,0.0896,31
2140,0,1,0,0,0,4,0,0,1,1,1,0.4,0.4091,0.5,0.2239,6
2141,0,1,0,0,0,4,1,0,1,1,1,0.4,0.4091,0.56,0.3582,11
2142,0,1,0,0,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,2
2143,0,1,0,0,0,4,3,0,1,1,1,0.38,0.3939,0.66,0.2836,1
2144,0,1,0,0,0,4,4,0,1,1,1,0.38,0.3939,0.71,0.2985,2
2145,0,1,0,0,0,4,5,0,1,1,1,0.4,0.4091,0.62,0.2537,7
2146,0,1,0,0,0,4,6,0,1,1,1,0.42,0.4242,0.58,0.2836,46
2147,0,1,0,0,0,4,7,0,1,1,2,0.44,0.4394,0.54,0.2537,157
2148,0,1,0,0,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,339
2149,0,1,0,0,0,4,9,0,1,1,2,0.5,0.4848,0.51,0.3881,158
2150,0,1,0,0,0,4,10,0,1,1,2,0.54,0.5152,0.45,0.3582,90
2151,0,1,0,0,0,4,11,0,1,1,1,0.6,0.6212,0.4,0.3881,124
2152,0,1,0,0,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627,157
2153,0,1,0,0,0,4,13,0,1,1,1,0.68,0.6364,0.34,0.3284,139
2154,0,1,0,0,0,4,14,0,1,1,2,0.74,0.6515,0.27,0.4925,123
2155,0,1,0,0,0,4,15,0,1,1,1,0.76,0.6667,0.23,0.5522,143
2156,0,1,0,0,0,4,16,0,1,1,1,0.76,0.6515,0.22,0.5224,189
2157,0,1,0,0,0,4,17,0,1,1,1,0.74,0.6515,0.23,0.6119,366
2158,0,1,0,0,0,4,18,0,1,1,2,0.72,0.6364,0.23,0.4925,386
2159,0,1,0,0,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627,278
2160,0,1,0,0,0,4,20,0,1,1,2,0.7,0.6364,0.24,0.5522,173
2161,0,1,0,0,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478,95
2162,0,1,0,0,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627,75
2163,0,1,0,0,0,4,23,0,1,1,2,0.64,0.6212,0.47,0.2239,48
2164,0,1,0,0,0,4,0,0,2,1,1,0.62,0.6212,0.5,0.1045,22
2165,0,1,0,0,0,4,1,0,2,1,3,0.62,0.6212,0.57,0.4179,15
2166,0,1,0,0,0,4,2,0,2,1,2,0.54,0.5152,0.73,0.3284,5
2167,0,1,0,0,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,4
2168,0,1,0,0,0,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,2
2169,0,1,0,0,0,4,5,0,2,1,3,0.46,0.4545,0.94,0.2985,5
2170,0,1,0,0,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,38
2171,0,1,0,0,0,4,7,0,2,1,2,0.48,0.4697,0.88,0.3284,134
2172,0,1,0,0,0,4,8,0,2,1,3,0.38,0.3939,0.87,0.5821,157
2173,0,1,0,0,0,4,9,0,2,1,3,0.36,0.3182,0.87,0.4925,46
2174,0,1,0,0,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,28
2175,0,1,0,0,0,4,11,0,2,1,3,0.32,0.2879,0.81,0.4478,19
2176,0,1,0,0,0,4,12,0,2,1,2,0.34,0.303,0.71,0.3881,38
2177,0,1,0,0,0,4,13,0,2,1,2,0.36,0.3333,0.63,0.4179,56
2178,0,1,0,0,0,4,14,0,2,1,2,0.36,0.3182,0.57,0.4925,76
2179,0,1,0,0,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627,68
2180,0,1,0,0,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179,130
2181,0,1,0,0,0,4,17,0,2,1,1,0.42,0.4242,0.38,0.4179,273
2182,0,1,0,0,0,4,18,0,2,1,1,0.38,0.3939,0.4,0.4925,267
2183,0,1,0,0,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,160
2184,0,1,0,0,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,91
2185,0,1,0,0,0,4,21,0,2,1,1,0.34,0.2879,0.46,0.5224,89
2186,0,1,0,0,0,4,22,0,2,1,1,0.32,0.303,0.49,0.2985,46
2187,0,1,0,0,0,4,23,0,2,1,1,0.3,0.2879,0.49,0.2836,26
2188,0,1,0,0,0,4,0,0,3,1,1,0.3,0.3182,0.49,0.1045,15
2189,0,1,0,0,0,4,1,0,3,1,1,0.26,0.2727,0.6,0.1343,2
2190,0,1,0,0,0,4,2,0,3,1,1,0.24,0.2424,0.7,0.1343,5
2191,0,1,0,0,0,4,3,0,3,1,1,0.26,0.2727,0.6,0.1343,4
2192,0,1,0,0,0,4,4,0,3,1,1,0.24,0.2424,0.65,0.1343,1
2193,0,1,0,0,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,13
2194,0,1,0,0,0,4,6,0,3,1,1,0.24,0.2576,0.7,0.1045,56
2195,0,1,0,0,0,4,7,0,3,1,1,0.26,0.2727,0.65,0.1045,133
2196,0,1,0,0,0,4,8,0,3,1,1,0.32,0.303,0.61,0.2239,325
2197,0,1,0,0,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,165
2198,0,1,0,0,0,4,10,0,3,1,1,0.4,0.4091,0.37,0.3881,69
2199,0,1,0,0,0,4,11,0,3,1,1,0.42,0.4242,0.38,0.3881,93
2200,0,1,0,0,0,4,12,0,3,1,1,0.44,0.4394,0.41,0.2537,134
2201,0,1,0,0,0,4,13,0,3,1,1,0.46,0.4545,0.38,0.4925,112
2202,0,1,0,0,0,4,14,0,3,1,1,0.5,0.4848,0.34,0.4179,115
2203,0,1,0,0,0,4,15,0,3,1,1,0.52,0.5,0.32,0.3284,117
2204,0,1,0,0,0,4,16,0,3,1,1,0.54,0.5152,0.28,0.4179,169
2205,0,1,0,0,0,4,17,0,3,1,1,0.52,0.5,0.32,0.4478,356
2206,0,1,0,0,0,4,18,0,3,1,1,0.52,0.5,0.29,0.3582,325
2207,0,1,0,0,0,4,19,0,3,1,1,0.5,0.4848,0.31,0.2985,232
2208,0,1,0,0,0,4,20,0,3,1,1,0.46,0.4545,0.51,0.2239,141
2209,0,1,0,0,0,4,21,0,3,1,1,0.46,0.4545,0.41,0.2836,102
2210,0,1,0,0,0,4,22,0,3,1,1,0.46,0.4545,0.41,0.2836,84
2211,0,1,0,0,0,4,23,0,3,1,1,0.46,0.4545,0.41,0.2985,40
2212,0,1,0,0,0,4,0,0,4,1,1,0.46,0.4545,0.41,0.2836,20
2213,0,1,0,0,0,4,1,0,4,1,1,0.42,0.4242,0.47,0.1343,13
2214,0,1,0,0,0,4,2,0,4,1,1,0.42,0.4242,0.54,0,7
2215,0,1,0,0,0,4,3,0,4,1,1,0.36,0.3485,0.66,0.194,3
2216,0,1,0,0,0,4,4,0,4,1,1,0.34,0.3333,0.76,0.194,1
